,GRWG,TLRY,WEED.TO,UVV,CRON.TO,VALT,HEXO.TO,OGI.TO,VFF.TO,ARNA,XXII,TPB,VGR,PM,JAZZ,BATS.L,IMB.L,MO,SWM,SMG,CWEB.TO,VLNS.TO,HYFM,CRBP,ZYNE,UVV.1,XLY.TO,TGOD.TO,CLVR,SWMA.ST,LABS.TO,First American Government Obligs X,British Pounds,ACB.TO,ETFMG Sit Ultra Short ETF,FGXXX,688101.SS,n/a,688001.SS,AGFY,HITI.V,ICA.MX,INCR.TA,SNDL,MAPS,VLNS.NE,DOUG WI,VFF,DOUG,SUM
10/19/2021,4.92,6.27,6.52,0.0,5.1,7.46,2.05,5.28,3.06,3.79,3.31,0.0,3.82,3.65,2.98,3.45,3.65,3.71,3.49,3.08,2.01,2.38,2.71,1.25,1.6,0.0,1.07,0.0,1.4,2.11,0.5,0.0,0.0,7.12,0.0,0.38,0.0,0.0,0.0,1.08,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/25/2021,5.02,6.86,6.59,0.0,5.25,7.28,2.08,5.36,2.95,3.59,3.21,0.0,3.67,3.51,3.1,3.44,3.66,3.62,3.33,3.01,2.06,2.36,2.66,1.22,1.53,0.0,1.11,0.0,1.45,2.09,0.5,0.0,0.0,7.37,0.0,0.37,0.0,0.0,0.0,0.96,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/26/2021,5.02,6.84,6.56,0.0,5.39,7.27,2.06,5.49,2.97,3.59,3.29,0.0,3.68,3.5,3.07,3.42,3.64,3.61,3.32,3.0,2.02,2.33,2.67,1.24,1.57,0.0,1.18,0.0,1.45,2.09,0.5,0.0,0.0,7.09,0.0,0.37,0.0,0.0,0.0,0.98,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/27/2021,5.02,6.84,6.56,0.0,5.39,7.27,2.06,5.49,2.97,3.59,3.29,0.0,3.68,3.5,3.07,3.42,3.64,3.61,3.32,3.0,2.02,2.33,2.67,1.24,1.57,0.0,1.18,0.0,1.45,2.09,0.5,0.0,0.0,7.09,0.0,0.37,0.0,0.0,0.0,0.98,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/28/2021,5.02,6.84,6.56,0.0,5.39,7.27,2.06,5.49,2.97,3.59,3.29,0.0,3.68,3.5,3.07,3.42,3.64,3.61,3.32,3.0,2.02,2.33,2.67,1.24,1.57,0.0,1.18,0.0,1.45,2.09,0.5,0.0,0.0,7.09,0.0,0.37,0.0,0.0,0.0,0.98,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/29/2021,5.06,6.66,6.49,0.0,5.15,7.45,1.97,5.34,2.99,3.5,3.34,0.0,3.87,3.58,3.11,3.48,3.7,3.67,3.49,3.07,1.93,2.36,2.67,1.25,1.5,0.0,1.15,0.0,1.43,2.17,0.49,0.0,0.0,7.07,0.0,0.38,0.0,0.0,0.0,0.94,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/01/2021,4.92,6.5,6.36,0.0,5.11,7.75,1.95,5.37,2.97,3.45,3.27,0.0,3.92,3.66,3.04,3.64,3.89,3.79,3.45,3.19,1.87,2.27,2.53,1.28,1.5,0.0,1.15,0.0,1.4,2.17,0.49,0.0,0.0,7.02,0.0,0.39,0.0,0.0,0.0,0.88,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
11/02/2021,4.93,6.58,6.42,0.0,5.06,7.7,1.97,5.41,2.98,3.58,3.31,0.0,3.87,3.68,3.02,3.6,3.81,3.53,3.46,3.18,1.86,2.31,2.66,1.29,1.52,0.0,1.17,0.0,1.41,2.14,0.49,0.0,0.0,7.01,0.0,0.39,0.0,0.0,0.0,0.91,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/08/2021,5.08,6.62,6.51,0.0,5.15,7.53,1.64,5.4,3.01,3.81,3.39,0.0,3.9,3.53,3.0,3.39,3.67,3.46,3.64,3.41,1.67,2.12,2.85,1.3,1.58,0.0,1.21,0.0,1.31,2.02,0.51,0.0,0.0,6.88,0.0,0.58,0.0,-0.01,0.0,0.96,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/09/2021,5.08,6.68,6.47,0.0,5.12,7.64,1.65,5.43,2.96,3.84,3.38,0.0,3.91,3.55,2.97,3.39,3.71,3.48,3.13,3.48,1.68,2.07,2.9,1.3,1.6,0.0,1.19,0.0,1.29,2.05,0.51,0.0,0.0,6.89,0.0,0.59,0.0,0.0,0.0,1.07,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/10/2021,5.08,6.68,6.47,0.0,5.12,7.64,1.65,5.43,2.96,3.84,3.38,0.0,3.91,3.55,2.97,3.39,3.71,3.48,3.13,3.48,1.68,2.07,2.9,1.3,1.6,0.0,1.19,0.0,1.29,2.05,0.51,0.0,0.0,6.89,0.0,0.59,0.0,0.0,0.0,1.07,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/11/2021,5.13,6.67,5.8,0.0,5.09,7.7,1.65,5.4,2.99,3.74,3.44,0.0,4.05,3.6,3.03,3.45,3.73,3.56,3.36,3.52,1.76,2.0,2.92,1.31,1.57,0.0,1.26,0.0,1.28,2.01,0.51,0.0,0.0,6.75,0.0,0.6,0.0,0.0,0.0,1.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/12/2021,5.53,7.24,5.99,0.0,6.0,7.23,1.75,5.52,3.05,3.55,3.3,0.0,3.8,3.33,2.81,3.24,3.5,3.33,3.04,3.35,1.93,2.17,2.9,1.3,1.55,0.0,1.35,0.0,1.25,1.87,0.51,0.0,0.0,6.95,0.0,0.58,0.0,-0.03,0.0,1.13,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/24/2021,5.0,7.84,7.06,0.0,5.27,7.88,2.91,3.33,2.75,2.83,2.78,0.62,3.36,2.61,2.65,2.64,2.73,2.69,2.55,3.1,1.66,1.51,3.16,1.26,1.64,0.0,1.31,0.0,0.78,2.26,0.51,0.0,0.0,7.71,0.0,0.78,0.0,0.0,0.0,1.45,2.08,0.0,0.42,2.07,0.79,0.0,0.0,0.0,0.0,99.99
11/25/2021,5.0,7.84,7.06,0.0,5.27,7.88,2.91,3.33,2.75,2.83,2.78,0.62,3.36,2.61,2.65,2.64,2.73,2.69,2.55,3.1,1.66,1.51,3.16,1.26,1.64,0.0,1.31,0.0,0.78,2.26,0.51,0.0,0.0,7.71,0.0,0.78,0.0,0.0,0.0,1.45,2.08,0.0,0.42,2.07,0.79,0.0,0.0,0.0,0.0,99.99
12/02/2021,4.94,7.85,7.01,0.0,5.17,8.24,2.8,3.73,2.65,2.84,2.62,0.64,3.37,2.65,2.65,2.71,2.74,2.81,2.56,3.13,1.55,1.48,3.02,1.24,1.62,0.0,1.24,0.0,0.81,2.33,0.48,0.0,0.0,7.7,0.0,0.78,0.0,0.0,0.0,1.36,2.2,0.0,0.39,1.91,0.78,0.0,0.0,0.0,0.0,100.0
12/06/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
12/07/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
12/08/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
12/09/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
12/10/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
12/13/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
12/14/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
12/15/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
12/16/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
12/17/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
12/20/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
12/22/2021,4.05,6.56,6.15,0.0,4.95,9.36,2.2,3.5,2.49,5.11,2.58,0.7,3.74,3.16,2.98,3.21,3.12,3.41,2.71,3.4,1.3,1.13,2.39,1.08,1.61,0.0,1.28,0.0,0.68,2.73,0.41,0.0,0.0,7.27,0.0,0.86,0.0,0.0,0.0,0.93,1.87,0.0,0.46,1.93,0.69,0.0,0.0,0.0,0.0,100.0
12/23/2021,3.93,6.25,5.93,0.0,5.13,9.47,2.1,3.58,2.55,5.08,2.44,0.69,4.04,3.13,3.05,3.3,3.14,3.49,2.65,3.33,1.41,1.17,2.42,1.03,1.65,0.0,1.24,0.0,0.61,2.72,0.42,0.0,0.0,7.24,0.0,0.95,0.0,0.0,0.0,0.95,1.79,0.0,0.43,1.95,0.73,0.0,0.0,0.0,0.0,99.99
12/27/2021,4.0,6.31,6.17,0.0,5.13,9.26,2.05,3.7,2.63,4.92,2.44,0.69,4.0,3.05,3.0,3.28,3.16,3.31,2.63,3.35,1.39,1.19,2.53,1.05,1.59,0.0,1.18,0.0,0.59,2.72,0.46,0.0,0.0,7.38,0.0,0.93,0.0,0.0,0.0,0.87,1.79,0.0,0.42,2.1,0.72,0.0,0.0,0.0,0.0,99.99
12/28/2021,4.0,6.31,6.17,0.0,5.13,9.26,2.05,3.7,2.63,4.92,2.44,0.69,4.0,3.05,3.0,3.28,3.16,3.31,2.63,3.35,1.39,1.19,2.53,1.05,1.59,0.0,1.18,0.0,0.59,2.72,0.46,0.0,0.0,7.38,0.0,0.93,0.0,0.0,0.0,0.87,1.79,0.0,0.42,2.1,0.72,0.0,0.0,0.0,0.0,99.99
12/30/2021,3.9,6.1,6.13,0.0,5.0,9.15,1.96,3.62,2.66,4.92,3.6,0.68,3.96,3.02,2.99,3.19,3.11,3.25,2.66,3.39,1.46,1.21,2.53,0.98,1.54,0.0,1.18,0.0,0.52,2.7,0.54,0.0,0.0,7.28,0.0,0.91,0.0,0.0,0.0,0.92,1.78,0.0,0.41,2.03,0.72,0.0,0.0,0.0,0.0,100.0
12/31/2021,3.97,5.96,5.97,0.0,4.84,9.34,1.86,3.52,2.62,5.05,3.41,0.69,3.99,3.09,3.07,3.25,3.17,3.36,2.77,3.43,1.49,1.24,2.57,0.94,1.51,0.0,1.21,0.0,0.52,2.81,0.55,0.0,0.0,7.16,0.0,0.93,0.0,0.0,0.0,0.8,1.82,0.0,0.42,1.97,0.71,0.0,0.0,0.0,0.0,100.01
01/03/2022,3.88,5.88,5.91,0.0,4.79,9.52,1.86,3.45,2.66,5.16,3.44,0.71,4.09,3.17,3.16,3.31,3.27,3.42,2.78,3.43,1.34,1.13,2.58,0.95,1.47,0.0,1.22,0.0,0.54,2.86,0.49,0.0,0.0,6.94,0.0,0.95,0.0,0.0,0.0,0.84,1.73,0.0,0.42,1.94,0.71,0.0,0.0,0.0,0.0,100.0
01/03/2022,4.06,6.05,6.01,0.0,4.98,9.49,1.86,3.44,2.66,5.14,3.52,0.72,2.69,3.15,3.07,3.3,3.26,3.4,2.73,3.45,1.34,1.15,2.69,0.95,1.47,0.0,1.15,0.0,0.56,2.85,0.46,0.0,0.0,6.98,0.0,0.35,0.0,0.0,0.0,0.85,1.7,0.0,0.4,1.95,0.72,0.0,1.44,0.0,0.0,99.99
01/03/2022,4.06,6.05,6.01,0.0,4.98,9.49,1.86,3.44,2.66,5.14,3.52,0.72,2.69,3.15,3.07,3.3,3.26,3.4,2.73,3.45,1.34,1.15,2.69,0.95,1.47,0.0,1.15,0.0,0.56,2.85,0.46,0.0,0.0,6.98,0.0,0.35,0.0,0.0,0.0,0.85,1.7,0.0,0.4,1.95,0.72,0.0,1.44,0.0,0.0,99.99
01/04/2022,4.06,6.05,6.01,0.0,4.98,9.49,1.86,3.44,2.66,5.14,3.52,0.72,2.69,3.15,3.07,3.3,3.26,3.4,2.73,3.45,1.34,1.15,2.69,0.95,1.47,0.0,1.15,0.0,0.56,2.85,0.46,0.0,0.0,6.98,0.0,0.35,0.0,0.0,0.0,0.85,1.7,0.0,0.4,1.95,0.72,0.0,1.44,0.0,0.0,99.99
01/05/2022,4.06,6.05,6.01,0.0,4.98,9.49,1.86,3.44,2.66,5.14,3.52,0.72,2.69,3.15,3.07,3.3,3.26,3.4,2.73,3.45,1.34,1.15,2.69,0.95,1.47,0.0,1.15,0.0,0.56,2.85,0.46,0.0,0.0,6.98,0.0,0.35,0.0,0.0,0.0,0.85,1.7,0.0,0.4,1.95,0.72,0.0,1.44,0.0,0.0,99.99
01/06/2022,4.06,6.05,6.01,0.0,4.98,9.49,1.86,3.44,2.66,5.14,3.52,0.72,2.69,3.15,3.07,3.3,3.26,3.4,2.73,3.45,1.34,1.15,2.69,0.95,1.47,0.0,1.15,0.0,0.56,2.85,0.46,0.0,0.0,6.98,0.0,0.35,0.0,0.0,0.0,0.85,1.7,0.0,0.4,1.95,0.72,0.0,1.44,0.0,0.0,99.99
01/07/2022,3.95,5.88,5.99,0.0,5.07,9.41,1.86,3.3,2.96,5.13,3.29,0.71,2.67,3.2,3.08,3.35,3.29,3.51,2.85,3.45,1.36,1.17,2.32,1.0,1.48,0.0,1.21,0.0,0.55,2.85,0.45,0.0,0.0,7.28,0.0,0.35,0.0,0.0,0.0,0.99,1.75,0.0,0.43,2.09,0.68,0.0,1.12,0.0,0.0,100.03
01/14/2022,3.54,6.15,6.14,0.0,5.05,9.63,1.8,3.36,2.69,5.16,3.07,0.73,2.7,3.37,3.58,3.57,3.4,3.56,2.88,3.55,1.33,1.13,2.39,0.9,1.37,0.0,1.22,0.0,0.47,2.99,0.49,0.0,0.0,7.49,0.0,0.57,0.0,0.0,0.0,0.88,1.77,0.0,0.43,1.95,0.66,0.0,0.0,0.0,0.0,99.97
01/17/2022,3.16,5.92,5.86,0.0,5.01,10.0,1.7,3.31,0.0,5.28,2.93,0.74,2.86,3.52,3.55,3.79,3.59,3.74,2.99,3.7,1.36,1.08,2.28,0.84,1.33,0.0,1.22,0.0,0.44,3.12,0.53,0.0,0.0,7.29,0.0,0.59,0.0,0.0,0.0,0.82,1.85,0.0,0.42,1.92,0.65,0.0,0.0,2.62,0.0,100.01
01/18/2022,3.16,5.92,5.86,0.0,5.01,10.0,1.7,3.31,0.0,5.28,2.93,0.74,2.86,3.52,3.55,3.79,3.59,3.74,2.99,3.7,1.36,1.08,2.28,0.84,1.33,0.0,1.22,0.0,0.44,3.12,0.53,0.0,0.0,7.29,0.0,0.59,0.0,0.0,0.0,0.82,1.85,0.0,0.42,1.92,0.65,0.0,0.0,2.62,0.0,100.01
01/19/2022,3.16,5.92,5.86,0.0,5.01,10.0,1.7,3.31,0.0,5.28,2.93,0.74,2.86,3.52,3.55,3.79,3.59,3.74,2.99,3.7,1.36,1.08,2.28,0.84,1.33,0.0,1.22,0.0,0.44,3.12,0.53,0.0,0.0,7.29,0.0,0.59,0.0,0.0,0.0,0.82,1.85,0.0,0.42,1.92,0.65,0.0,0.0,2.62,0.0,100.01
01/20/2022,3.16,5.92,5.86,0.0,5.01,10.0,1.7,3.31,0.0,5.28,2.93,0.74,2.86,3.52,3.55,3.79,3.59,3.74,2.99,3.7,1.36,1.08,2.28,0.84,1.33,0.0,1.22,0.0,0.44,3.12,0.53,0.0,0.0,7.29,0.0,0.59,0.0,0.0,0.0,0.82,1.85,0.0,0.42,1.92,0.65,0.0,0.0,2.62,0.0,100.01
01/21/2022,2.94,5.61,5.61,0.0,4.9,10.34,1.66,3.2,0.0,5.44,2.84,0.74,2.95,3.63,3.66,4.12,3.78,3.88,3.05,3.73,1.47,1.01,2.18,0.84,1.32,0.0,1.19,0.0,0.42,3.05,0.56,0.0,0.0,6.96,0.0,0.61,0.0,0.0,0.0,0.77,1.91,0.0,0.41,1.94,0.65,0.0,0.0,2.64,0.0,100.01
01/25/2022,2.8,5.44,5.62,0.0,4.89,10.69,1.65,3.23,0.0,5.55,2.67,0.76,3.05,3.76,3.67,4.19,3.86,3.99,3.01,3.69,1.44,1.02,2.12,0.89,1.32,0.0,1.15,0.0,0.4,3.14,0.59,0.0,0.0,6.66,0.0,0.63,0.0,0.0,0.0,0.7,1.86,0.0,0.42,1.89,0.65,0.0,0.0,2.6,0.0,100.0
02/03/2022,2.63,5.3,5.68,0.0,4.92,11.36,1.53,3.13,0.0,5.85,2.67,0.77,3.1,4.01,3.78,4.42,4.1,4.21,3.21,3.69,1.3,0.95,1.95,0.77,1.46,0.0,1.11,0.0,0.38,3.14,0.55,0.0,0.0,5.77,0.0,0.66,0.0,0.0,0.0,0.57,1.87,0.0,0.43,1.74,0.62,0.0,0.0,2.35,0.0,99.98
02/04/2022,2.89,5.52,6.02,0.0,5.1,10.89,1.65,3.19,0.0,5.65,2.72,0.76,2.93,3.82,3.69,4.25,3.91,4.06,3.08,3.64,1.47,1.0,2.05,0.77,1.46,0.0,1.21,0.0,0.39,3.09,0.56,0.0,0.0,5.88,0.0,0.63,0.0,0.0,0.0,0.62,1.82,0.0,0.42,1.76,0.67,0.0,0.0,2.43,0.0,100.0
