,AAPL,MSFT,AVGO,INTC,IBM,ORCL,QCOM,TXN,ADI,HPQ,AMAT,CSCO,VZ,BCE.TO,T,T.TO,LUMN,RCI.B.TO,INTU,LRCX,MSI,HPE,STX,KLAC,SJR.B.TO,CTSH,NTAP,NXPI,VOD,MCHP,SWKS,JNPR,NLOK,ROP,CDW,INFY,OTEX.TO,XRX,LDOS,CTXS,DOX,CCOI,LOGN.SW,NATI,SSNC,MPWR,SAP,SAIC,ERIC,US Dollar,TDS,CDK,GILT,YY,CCMP,ATHM,IDI.,SIMO,PBI,CHT,KLIC,CSGS,PHI,PRGS,BRKS,POWI,SSTK,SWCH,SHEN,ADTN,UMC,AMSWA,ABST.TO,ATNI,AUDC,CMTL,EBIX,Silicon Motion Technology Corp ADR,IDCC,Us Dollars,Chunghwa Telecom Co Ltd ADR,PLDT Inc ADR,n/a,TSM,CMCSA,GLW,TEL,APH,MBT,AMX,VIV,UI,KT,AVT,SKM,ORAN,CABO,KBR,DLB,JBL,VSH,MCFE,PTI.,HIMX,BHE,SPNS,MEI,HCKT,SLP,FUO.,KD WI,SUM
10/21/2021,7.84,8.27,8.22,8.18,8.24,4.4,3.6,4.15,2.87,1.68,1.54,1.9,1.92,1.99,1.88,1.99,2.0,1.16,0.0,1.33,0.91,1.17,1.07,1.01,0.0,0.96,0.85,0.85,0.72,0.76,0.56,0.5,0.54,0.0,0.39,0.51,0.37,0.31,0.37,0.33,0.35,0.28,0.25,0.26,0.28,0.0,0.22,0.17,0.15,0.0,0.14,0.14,0.09,0.18,0.1,0.13,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.13,3.49,1.78,1.42,1.2,0.65,0.56,0.2,0.19,0.19,0.15,0.15,0.13,0.12,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,100.01999999999998
10/22/2021,7.88,8.22,8.26,8.22,8.14,4.38,3.63,4.18,2.9,1.68,1.54,1.9,1.91,1.98,1.88,1.97,2.01,1.15,0.0,1.32,0.91,1.18,1.06,1.02,0.0,0.96,0.84,0.86,0.72,0.76,0.56,0.49,0.54,0.0,0.39,0.52,0.37,0.31,0.37,0.33,0.34,0.28,0.25,0.26,0.28,0.0,0.22,0.17,0.15,0.0,0.14,0.15,0.1,0.18,0.1,0.13,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.13,3.51,1.8,1.41,1.18,0.65,0.56,0.2,0.18,0.19,0.15,0.15,0.13,0.11,0.1,0.12,0.1,0.09,0.08,0.08,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,100.0
10/25/2021,7.93,8.29,8.33,8.34,7.36,4.35,3.65,4.24,2.94,1.78,1.52,1.9,1.95,1.96,1.89,1.96,2.05,1.15,0.0,1.29,0.92,1.19,1.07,1.03,0.0,0.95,0.86,0.88,0.73,0.77,0.57,0.49,0.55,0.0,0.39,0.5,0.37,0.31,0.38,0.33,0.35,0.28,0.25,0.26,0.29,0.0,0.21,0.18,0.15,0.0,0.14,0.15,0.09,0.18,0.1,0.13,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.24,3.49,1.79,1.44,1.2,0.66,0.55,0.19,0.18,0.19,0.15,0.15,0.13,0.12,0.1,0.12,0.0,0.09,0.09,0.09,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.1,0.0,100.0
10/26/2021,7.99,8.35,8.45,7.46,7.43,4.49,3.66,4.25,2.97,1.79,1.57,1.9,1.96,2.0,1.9,1.99,2.07,1.16,0.0,1.31,0.94,1.2,1.15,1.07,0.0,0.96,0.87,0.89,0.73,0.78,0.57,0.5,0.56,0.0,0.4,0.5,0.37,0.32,0.39,0.33,0.35,0.28,0.25,0.26,0.29,0.0,0.22,0.18,0.15,0.0,0.14,0.15,0.09,0.18,0.1,0.12,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.13,3.47,1.82,1.45,1.2,0.67,0.55,0.19,0.18,0.18,0.15,0.15,0.14,0.12,0.1,0.13,0.1,0.09,0.09,0.09,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.97999999999998
10/27/2021,7.99,8.35,8.45,7.46,7.43,4.49,3.66,4.25,2.97,1.79,1.57,1.9,1.96,2.0,1.9,1.99,2.07,1.16,0.0,1.31,0.94,1.2,1.15,1.07,0.0,0.96,0.87,0.89,0.73,0.78,0.57,0.5,0.56,0.0,0.4,0.5,0.37,0.32,0.39,0.33,0.35,0.28,0.25,0.26,0.29,0.0,0.22,0.18,0.15,0.0,0.14,0.15,0.09,0.18,0.1,0.12,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.13,3.47,1.82,1.45,1.2,0.67,0.55,0.19,0.18,0.18,0.15,0.15,0.14,0.12,0.1,0.13,0.1,0.09,0.09,0.09,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.97999999999998
10/28/2021,7.97,8.31,8.55,7.45,7.41,4.47,3.66,4.27,3.0,1.8,1.57,1.9,1.95,1.99,1.9,2.0,2.02,1.09,0.0,1.29,0.93,1.2,1.18,1.07,0.0,0.96,0.87,0.89,0.73,0.78,0.57,0.49,0.56,0.0,0.4,0.5,0.37,0.31,0.38,0.33,0.35,0.28,0.25,0.26,0.29,0.0,0.22,0.18,0.14,0.0,0.14,0.15,0.09,0.17,0.1,0.12,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.24,3.45,1.81,1.46,1.2,0.66,0.55,0.19,0.18,0.18,0.15,0.15,0.14,0.12,0.1,0.13,0.0,0.09,0.09,0.09,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.1,0.0,99.94
10/29/2021,7.98,8.32,8.56,7.45,7.42,4.48,3.67,4.28,3.0,1.8,1.57,1.9,1.95,2.0,1.91,2.0,2.03,1.09,0.0,1.3,0.93,1.2,1.18,1.07,0.0,0.96,0.88,0.89,0.73,0.78,0.57,0.49,0.56,0.0,0.4,0.5,0.37,0.31,0.38,0.33,0.35,0.28,0.25,0.26,0.29,0.0,0.22,0.18,0.14,0.0,0.14,0.15,0.09,0.17,0.1,0.12,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.13,3.45,1.82,1.46,1.2,0.67,0.55,0.2,0.18,0.18,0.15,0.15,0.14,0.12,0.1,0.13,0.1,0.09,0.09,0.09,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.98
11/01/2021,8.2,8.77,8.7,7.26,7.32,4.41,3.72,4.02,2.87,1.79,1.58,1.95,1.96,2.02,1.9,2.04,1.97,1.12,0.0,1.33,0.94,1.15,1.18,1.11,0.0,0.94,0.84,0.89,0.72,0.77,0.59,0.52,0.55,0.0,0.39,0.49,0.37,0.27,0.37,0.32,0.33,0.29,0.23,0.27,0.3,0.0,0.23,0.17,0.14,0.0,0.13,0.14,0.09,0.16,0.09,0.1,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.26,3.53,1.75,1.35,1.18,0.65,0.55,0.2,0.18,0.18,0.15,0.15,0.14,0.12,0.1,0.13,0.0,0.09,0.09,0.08,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.1,0.0,99.98
11/02/2021,8.06,8.97,8.73,7.4,7.28,4.4,3.7,4.01,2.89,1.79,1.58,1.94,1.97,2.02,1.88,2.03,1.97,1.12,0.0,1.33,0.94,1.14,1.18,1.16,0.0,0.95,0.84,0.89,0.71,0.77,0.58,0.52,0.54,0.0,0.39,0.48,0.37,0.27,0.38,0.32,0.34,0.29,0.23,0.28,0.31,0.0,0.22,0.18,0.14,0.0,0.13,0.15,0.09,0.16,0.1,0.1,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.17,3.46,1.73,1.35,1.19,0.65,0.54,0.2,0.18,0.18,0.15,0.15,0.13,0.11,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.98999999999998
11/03/2021,8.06,8.97,8.73,7.4,7.28,4.4,3.7,4.01,2.89,1.79,1.58,1.94,1.97,2.02,1.88,2.03,1.97,1.12,0.0,1.33,0.94,1.14,1.18,1.16,0.0,0.95,0.84,0.89,0.71,0.77,0.58,0.52,0.54,0.0,0.39,0.48,0.37,0.27,0.38,0.32,0.34,0.29,0.23,0.28,0.31,0.0,0.22,0.18,0.14,0.0,0.13,0.15,0.09,0.16,0.1,0.1,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.17,3.46,1.73,1.35,1.19,0.65,0.54,0.2,0.18,0.18,0.15,0.15,0.13,0.11,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.98999999999998
11/04/2021,8.06,8.97,8.73,7.4,7.28,4.4,3.7,4.01,2.89,1.79,1.58,1.94,1.97,2.02,1.88,2.03,1.97,1.12,0.0,1.33,0.94,1.14,1.18,1.16,0.0,0.95,0.84,0.89,0.71,0.77,0.58,0.52,0.54,0.0,0.39,0.48,0.37,0.27,0.38,0.32,0.34,0.29,0.23,0.28,0.31,0.0,0.22,0.18,0.14,0.0,0.13,0.15,0.09,0.16,0.1,0.1,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.17,3.46,1.73,1.35,1.19,0.65,0.54,0.2,0.18,0.18,0.15,0.15,0.13,0.11,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.98999999999998
11/05/2021,7.97,8.9,8.71,7.43,7.25,4.34,3.72,4.0,2.92,1.8,1.62,1.97,1.93,1.99,1.85,2.0,2.0,1.12,0.0,1.33,0.94,1.18,1.2,1.2,0.0,0.95,0.84,0.91,0.7,0.8,0.58,0.54,0.53,0.0,0.39,0.49,0.37,0.29,0.37,0.32,0.34,0.29,0.22,0.28,0.3,0.0,0.22,0.18,0.13,0.0,0.14,0.14,0.09,0.15,0.1,0.1,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.24,3.43,1.75,1.38,1.22,0.65,0.53,0.19,0.18,0.19,0.15,0.16,0.13,0.11,0.1,0.12,0.1,0.09,0.09,0.08,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.99999999999996
11/08/2021,7.88,8.83,8.74,7.37,6.82,4.25,4.21,3.96,2.92,1.79,1.69,1.92,1.87,1.96,1.79,1.95,2.21,1.12,0.0,1.37,0.92,1.16,1.22,1.24,0.0,0.94,0.83,0.95,0.69,0.83,0.58,0.53,0.51,0.0,0.37,0.48,0.37,0.28,0.35,0.31,0.32,0.29,0.22,0.28,0.29,0.0,0.22,0.17,0.13,0.0,0.14,0.14,0.09,0.15,0.1,0.1,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.23,3.48,1.72,1.35,1.23,0.65,0.52,0.2,0.19,0.18,0.14,0.15,0.13,0.11,0.09,0.12,0.1,0.09,0.09,0.08,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.3,99.98999999999997
11/09/2021,7.81,8.72,8.81,7.38,6.9,4.17,4.35,3.97,2.94,1.81,1.7,1.89,1.86,1.91,1.79,1.98,2.25,1.09,0.0,1.38,0.9,1.16,1.23,1.25,0.0,0.94,0.82,0.96,0.69,0.85,0.55,0.53,0.5,0.0,0.37,0.47,0.37,0.29,0.34,0.29,0.32,0.28,0.21,0.27,0.29,0.0,0.22,0.17,0.13,0.0,0.13,0.14,0.09,0.15,0.1,0.1,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.23,3.44,1.74,1.39,1.24,0.66,0.52,0.2,0.2,0.18,0.14,0.16,0.13,0.11,0.1,0.12,0.1,0.09,0.09,0.09,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.27,100.00999999999998
11/10/2021,7.81,8.72,8.81,7.38,6.9,4.17,4.35,3.97,2.94,1.81,1.7,1.89,1.86,1.91,1.79,1.98,2.25,1.09,0.0,1.38,0.9,1.16,1.23,1.25,0.0,0.94,0.82,0.96,0.69,0.85,0.55,0.53,0.5,0.0,0.37,0.47,0.37,0.29,0.34,0.29,0.32,0.28,0.21,0.27,0.29,0.0,0.22,0.17,0.13,0.0,0.13,0.14,0.09,0.15,0.1,0.1,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.23,3.44,1.74,1.39,1.24,0.66,0.52,0.2,0.2,0.18,0.14,0.16,0.13,0.11,0.1,0.12,0.1,0.09,0.09,0.09,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.27,100.00999999999998
11/11/2021,7.75,8.74,8.8,7.46,6.95,4.18,4.42,3.94,2.94,1.79,1.7,1.89,1.86,1.92,1.78,1.99,2.23,1.12,0.0,1.37,0.9,1.16,1.24,1.23,0.0,0.94,0.83,0.95,0.7,0.83,0.56,0.53,0.52,0.0,0.37,0.49,0.37,0.29,0.35,0.29,0.32,0.28,0.21,0.27,0.29,0.0,0.22,0.17,0.13,0.0,0.14,0.14,0.09,0.15,0.1,0.09,0.0,0.08,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.0,3.53,1.72,1.4,1.24,0.66,0.52,0.2,0.2,0.17,0.14,0.15,0.13,0.11,0.1,0.12,0.1,0.09,0.09,0.09,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.26,99.99999999999996
11/12/2021,7.79,8.73,8.8,7.43,6.75,4.16,4.46,3.92,2.96,1.8,1.74,1.91,1.86,1.93,1.77,2.0,2.23,1.13,0.0,1.4,0.9,1.17,1.26,1.25,0.0,0.94,0.83,0.95,0.7,0.82,0.55,0.53,0.51,0.0,0.37,0.49,0.37,0.29,0.34,0.29,0.31,0.28,0.21,0.27,0.3,0.0,0.22,0.17,0.14,0.0,0.14,0.14,0.09,0.15,0.1,0.09,0.0,0.08,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,-0.01,3.56,1.74,1.39,1.26,0.67,0.52,0.2,0.19,0.17,0.14,0.15,0.13,0.11,0.1,0.13,0.1,0.09,0.09,0.1,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.23,99.98999999999997
11/15/2021,7.69,8.69,8.82,7.38,6.76,4.16,4.42,3.9,2.95,1.81,1.72,1.9,1.88,1.93,1.79,1.97,2.29,1.12,0.0,1.39,0.9,1.2,1.35,1.24,0.0,0.96,0.84,0.94,0.71,0.83,0.54,0.54,0.51,0.0,0.38,0.49,0.37,0.3,0.34,0.28,0.32,0.29,0.21,0.28,0.3,0.0,0.22,0.17,0.13,0.0,0.14,0.14,0.09,0.16,0.1,0.09,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.01,3.48,1.75,1.4,1.29,0.67,0.52,0.2,0.2,0.18,0.14,0.16,0.13,0.11,0.1,0.13,0.1,0.09,0.09,0.1,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.24,100.02
11/16/2021,7.78,8.79,8.92,7.33,6.68,4.13,4.43,3.92,2.97,1.81,1.75,1.9,1.87,1.92,1.79,1.98,2.28,1.12,0.0,1.42,0.91,1.1,1.38,1.24,0.0,0.97,0.82,0.94,0.71,0.83,0.55,0.54,0.52,0.0,0.38,0.5,0.37,0.3,0.34,0.29,0.31,0.29,0.22,0.28,0.3,0.0,0.21,0.17,0.13,0.0,0.14,0.14,0.09,0.17,0.11,0.1,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.01,3.49,1.74,1.43,1.29,0.68,0.51,0.2,0.2,0.18,0.15,0.15,0.13,0.11,0.1,0.13,0.1,0.09,0.09,0.1,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,100.01
11/17/2021,7.78,8.79,8.92,7.33,6.68,4.13,4.43,3.92,2.97,1.81,1.75,1.9,1.87,1.92,1.79,1.98,2.28,1.12,0.0,1.42,0.91,1.1,1.38,1.24,0.0,0.97,0.82,0.94,0.71,0.83,0.55,0.54,0.52,0.0,0.38,0.5,0.37,0.3,0.34,0.29,0.31,0.29,0.22,0.28,0.3,0.0,0.21,0.17,0.13,0.0,0.14,0.14,0.09,0.17,0.11,0.1,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.01,3.49,1.74,1.43,1.29,0.68,0.51,0.2,0.2,0.18,0.15,0.15,0.13,0.11,0.1,0.13,0.1,0.09,0.09,0.1,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,100.01
11/18/2021,7.78,8.77,8.96,7.33,6.67,4.15,4.52,3.9,2.97,1.78,1.75,1.91,1.88,1.94,1.78,1.97,2.26,1.12,0.0,1.43,0.91,1.11,1.35,1.24,0.0,0.97,0.81,0.93,0.7,0.83,0.55,0.55,0.51,0.0,0.38,0.49,0.37,0.29,0.34,0.28,0.31,0.29,0.21,0.28,0.3,0.0,0.21,0.17,0.13,0.0,0.14,0.14,0.08,0.16,0.11,0.1,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.02,3.47,1.73,1.41,1.29,0.69,0.52,0.2,0.19,0.18,0.15,0.15,0.14,0.11,0.1,0.13,0.1,0.09,0.09,0.1,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.96
11/19/2021,7.78,8.8,8.95,7.32,6.6,4.2,4.85,3.86,2.99,1.76,1.75,1.89,1.85,1.91,1.76,1.95,2.22,1.1,0.0,1.43,0.92,1.09,1.31,1.26,0.0,0.96,0.8,0.94,0.73,0.83,0.54,0.54,0.51,0.0,0.39,0.5,0.37,0.29,0.34,0.28,0.31,0.29,0.21,0.28,0.29,0.0,0.21,0.16,0.13,0.0,0.13,0.13,0.08,0.17,0.11,0.09,0.0,0.08,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.04,3.44,1.71,1.4,1.29,0.69,0.51,0.2,0.19,0.17,0.14,0.15,0.14,0.11,0.1,0.13,0.1,0.09,0.09,0.1,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.95
11/22/2021,7.92,8.8,8.98,7.28,6.59,4.19,4.9,3.89,2.99,1.75,1.73,1.88,1.84,1.92,1.76,1.95,2.19,1.09,0.0,1.42,0.91,1.09,1.28,1.26,0.0,0.95,0.79,0.93,0.72,0.82,0.54,0.54,0.5,0.0,0.39,0.49,0.37,0.29,0.34,0.28,0.31,0.29,0.21,0.28,0.3,0.0,0.21,0.16,0.13,0.0,0.14,0.13,0.08,0.17,0.11,0.09,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.04,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.04,3.48,1.73,1.39,1.3,0.69,0.49,0.19,0.19,0.18,0.14,0.15,0.14,0.11,0.1,0.13,0.09,0.09,0.09,0.1,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.99
11/23/2021,7.92,8.8,8.98,7.28,6.59,4.19,4.9,3.89,2.99,1.75,1.73,1.88,1.84,1.92,1.76,1.95,2.19,1.09,0.0,1.42,0.91,1.09,1.28,1.26,0.0,0.95,0.79,0.93,0.72,0.82,0.54,0.54,0.5,0.0,0.39,0.49,0.37,0.29,0.34,0.28,0.31,0.29,0.21,0.28,0.3,0.0,0.21,0.16,0.13,0.0,0.14,0.13,0.08,0.17,0.11,0.09,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.04,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.04,3.48,1.73,1.39,1.3,0.69,0.49,0.19,0.19,0.18,0.14,0.15,0.14,0.11,0.1,0.13,0.09,0.09,0.09,0.1,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.99
11/24/2021,8.27,8.89,8.95,7.17,6.47,4.13,4.93,4.0,3.01,1.78,1.67,1.77,1.81,1.92,1.72,1.95,2.12,1.07,0.0,1.45,0.91,1.08,1.28,1.26,0.0,0.96,0.78,0.94,0.7,0.82,0.53,0.54,0.51,0.0,0.39,0.49,0.37,0.28,0.33,0.27,0.3,0.29,0.22,0.28,0.3,0.0,0.21,0.16,0.13,0.0,0.13,0.13,0.08,0.17,0.11,0.09,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.04,3.63,1.67,1.37,1.29,0.69,0.48,0.19,0.2,0.17,0.14,0.15,0.14,0.11,0.1,0.13,0.1,0.09,0.09,0.1,0.08,0.04,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.98
11/25/2021,8.32,8.84,8.73,7.24,6.51,4.17,4.85,3.96,2.97,1.81,1.64,1.82,1.84,1.92,1.77,1.95,2.17,1.07,0.0,1.46,0.93,1.11,1.29,1.22,0.0,0.96,0.78,0.95,0.72,0.82,0.52,0.55,0.5,0.0,0.39,0.47,0.36,0.29,0.34,0.28,0.3,0.29,0.22,0.28,0.3,0.0,0.2,0.17,0.12,0.0,0.13,0.13,0.07,0.17,0.1,0.09,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.04,3.65,1.67,1.41,1.28,0.68,0.46,0.19,0.2,0.17,0.14,0.15,0.14,0.11,0.1,0.13,0.09,0.09,0.09,0.1,0.08,0.04,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.96999999999998
11/26/2021,8.36,8.79,8.77,7.14,6.54,4.1,4.85,3.97,2.92,1.83,1.66,1.84,1.85,1.93,1.77,1.97,2.21,1.08,0.0,1.5,0.93,1.11,1.29,1.24,0.0,0.95,0.79,0.94,0.72,0.83,0.52,0.55,0.5,0.0,0.39,0.48,0.36,0.3,0.34,0.27,0.3,0.29,0.21,0.28,0.3,0.0,0.2,0.17,0.13,0.0,0.13,0.13,0.08,0.18,0.1,0.09,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.04,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.04,3.56,1.69,1.44,1.26,0.69,0.47,0.19,0.2,0.17,0.14,0.15,0.14,0.11,0.1,0.13,0.09,0.09,0.09,0.1,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,100.01999999999998
11/29/2021,8.35,8.76,8.79,7.2,6.51,4.11,4.82,3.97,2.91,2.0,1.65,1.84,1.84,1.93,1.75,1.98,2.2,1.07,0.0,1.49,0.94,1.11,1.28,1.23,0.0,0.94,0.81,0.94,0.7,0.83,0.52,0.55,0.51,0.0,0.4,0.47,0.35,0.3,0.34,0.27,0.3,0.29,0.21,0.28,0.3,0.0,0.2,0.17,0.13,0.0,0.13,0.13,0.08,0.17,0.1,0.09,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.04,3.52,1.67,1.42,1.25,0.68,0.47,0.19,0.19,0.18,0.14,0.15,0.14,0.11,0.1,0.13,0.09,0.09,0.09,0.1,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.98
