,AAPL,MSFT,AVGO,INTC,IBM,ORCL,QCOM,TXN,ADI,HPQ,AMAT,CSCO,VZ,BCE.TO,T,T.TO,LUMN,RCI.B.TO,INTU,LRCX,MSI,HPE,STX,KLAC,SJR.B.TO,CTSH,NTAP,NXPI,VOD,MCHP,SWKS,JNPR,NLOK,ROP,CDW,INFY,OTEX.TO,XRX,LDOS,CTXS,DOX,CCOI,LOGN.SW,NATI,SSNC,MPWR,SAP,SAIC,ERIC,US Dollar,TDS,CDK,GILT,YY,CCMP,ATHM,IDI.,SIMO,PBI,CHT,KLIC,CSGS,PHI,PRGS,BRKS,POWI,SSTK,SWCH,SHEN,ADTN,UMC,AMSWA,ABST.TO,ATNI,AUDC,CMTL,EBIX,Silicon Motion Technology Corp ADR,IDCC,Us Dollars,Chunghwa Telecom Co Ltd ADR,PLDT Inc ADR,n/a,TSM,CMCSA,GLW,TEL,APH,MBT,AMX,VIV,UI,KT,AVT,SKM,ORAN,CABO,KBR,DLB,JBL,VSH,MCFE,PTI.,HIMX,BHE,SPNS,MEI,HCKT,SLP,FUO.,KD WI,SUM
11/30/2021,8.28,8.75,8.81,7.23,6.61,4.15,4.8,3.95,2.91,2.0,1.63,1.86,1.89,1.94,1.77,2.0,2.15,1.08,0.0,1.48,0.94,1.11,1.28,1.22,0.0,0.94,0.82,0.93,0.7,0.81,0.52,0.54,0.52,0.0,0.39,0.47,0.35,0.29,0.34,0.27,0.3,0.29,0.23,0.27,0.3,0.0,0.2,0.17,0.13,0.0,0.13,0.13,0.07,0.17,0.1,0.09,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.04,3.5,1.69,1.41,1.25,0.67,0.46,0.19,0.2,0.17,0.14,0.15,0.13,0.11,0.1,0.13,0.09,0.09,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,100.01999999999998
12/01/2021,8.28,8.75,8.81,7.23,6.61,4.15,4.8,3.95,2.91,2.0,1.63,1.86,1.89,1.94,1.77,2.0,2.15,1.08,0.0,1.48,0.94,1.11,1.28,1.22,0.0,0.94,0.82,0.93,0.7,0.81,0.52,0.54,0.52,0.0,0.39,0.47,0.35,0.29,0.34,0.27,0.3,0.29,0.23,0.27,0.3,0.0,0.2,0.17,0.13,0.0,0.13,0.13,0.07,0.17,0.1,0.09,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.04,3.5,1.69,1.41,1.25,0.67,0.46,0.19,0.2,0.17,0.14,0.15,0.13,0.11,0.1,0.13,0.09,0.09,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,100.01999999999998
12/02/2021,8.28,8.75,8.9,7.25,6.62,4.09,4.91,3.99,2.93,2.03,1.68,1.85,1.84,1.91,1.71,1.97,2.06,1.04,0.0,1.54,0.94,1.1,1.32,1.24,0.0,0.93,0.83,0.96,0.68,0.84,0.52,0.54,0.51,0.0,0.39,0.47,0.35,0.28,0.33,0.27,0.3,0.28,0.22,0.27,0.29,0.0,0.2,0.16,0.12,0.0,0.13,0.13,0.07,0.16,0.1,0.09,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.04,3.49,1.67,1.4,1.25,0.67,0.46,0.18,0.19,0.17,0.14,0.14,0.13,0.11,0.1,0.13,0.09,0.09,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,100.00999999999998
12/06/2021,8.53,8.63,8.78,7.24,6.59,3.99,4.77,4.01,2.91,2.15,1.64,1.88,1.82,1.94,1.66,1.97,1.97,1.06,0.0,1.51,0.92,1.13,1.35,1.21,0.0,0.94,0.82,0.96,0.68,0.84,0.5,0.53,0.49,0.0,0.39,0.49,0.34,0.29,0.33,0.26,0.3,0.28,0.21,0.26,0.29,0.0,0.19,0.16,0.13,0.0,0.12,0.13,0.08,0.15,0.1,0.08,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.3,3.59,1.68,1.38,1.24,0.66,0.47,0.2,0.19,0.18,0.14,0.15,0.12,0.11,0.1,0.12,0.0,0.08,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.09,0.0,99.98999999999998
12/07/2021,8.53,8.63,8.78,7.24,6.59,3.99,4.77,4.01,2.91,2.15,1.64,1.88,1.82,1.94,1.66,1.97,1.97,1.06,0.0,1.51,0.92,1.13,1.35,1.21,0.0,0.94,0.82,0.96,0.68,0.84,0.5,0.53,0.49,0.0,0.39,0.49,0.34,0.29,0.33,0.26,0.3,0.28,0.21,0.26,0.29,0.0,0.19,0.16,0.13,0.0,0.12,0.13,0.08,0.15,0.1,0.08,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.3,3.59,1.68,1.38,1.24,0.66,0.47,0.2,0.19,0.18,0.14,0.15,0.12,0.11,0.1,0.12,0.0,0.08,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.09,0.0,99.98999999999998
12/08/2021,8.53,8.63,8.78,7.24,6.59,3.99,4.77,4.01,2.91,2.15,1.64,1.88,1.82,1.94,1.66,1.97,1.97,1.06,0.0,1.51,0.92,1.13,1.35,1.21,0.0,0.94,0.82,0.96,0.68,0.84,0.5,0.53,0.49,0.0,0.39,0.49,0.34,0.29,0.33,0.26,0.3,0.28,0.21,0.26,0.29,0.0,0.19,0.16,0.13,0.0,0.12,0.13,0.08,0.15,0.1,0.08,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.3,3.59,1.68,1.38,1.24,0.66,0.47,0.2,0.19,0.18,0.14,0.15,0.12,0.11,0.1,0.12,0.0,0.08,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.09,0.0,99.98999999999998
12/09/2021,8.53,8.63,8.78,7.24,6.59,3.99,4.77,4.01,2.91,2.15,1.64,1.88,1.82,1.94,1.66,1.97,1.97,1.06,0.0,1.51,0.92,1.13,1.35,1.21,0.0,0.94,0.82,0.96,0.68,0.84,0.5,0.53,0.49,0.0,0.39,0.49,0.34,0.29,0.33,0.26,0.3,0.28,0.21,0.26,0.29,0.0,0.19,0.16,0.13,0.0,0.12,0.13,0.08,0.15,0.1,0.08,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.3,3.59,1.68,1.38,1.24,0.66,0.47,0.2,0.19,0.18,0.14,0.15,0.12,0.11,0.1,0.12,0.0,0.08,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.09,0.0,99.98999999999998
12/10/2021,8.53,8.63,8.78,7.24,6.59,3.99,4.77,4.01,2.91,2.15,1.64,1.88,1.82,1.94,1.66,1.97,1.97,1.06,0.0,1.51,0.92,1.13,1.35,1.21,0.0,0.94,0.82,0.96,0.68,0.84,0.5,0.53,0.49,0.0,0.39,0.49,0.34,0.29,0.33,0.26,0.3,0.28,0.21,0.26,0.29,0.0,0.19,0.16,0.13,0.0,0.12,0.13,0.08,0.15,0.1,0.08,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.3,3.59,1.68,1.38,1.24,0.66,0.47,0.2,0.19,0.18,0.14,0.15,0.12,0.11,0.1,0.12,0.0,0.08,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.09,0.0,99.98999999999998
12/13/2021,8.53,8.63,8.78,7.24,6.59,3.99,4.77,4.01,2.91,2.15,1.64,1.88,1.82,1.94,1.66,1.97,1.97,1.06,0.0,1.51,0.92,1.13,1.35,1.21,0.0,0.94,0.82,0.96,0.68,0.84,0.5,0.53,0.49,0.0,0.39,0.49,0.34,0.29,0.33,0.26,0.3,0.28,0.21,0.26,0.29,0.0,0.19,0.16,0.13,0.0,0.12,0.13,0.08,0.15,0.1,0.08,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.3,3.59,1.68,1.38,1.24,0.66,0.47,0.2,0.19,0.18,0.14,0.15,0.12,0.11,0.1,0.12,0.0,0.08,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.09,0.0,99.98999999999998
12/14/2021,8.53,8.63,8.78,7.24,6.59,3.99,4.77,4.01,2.91,2.15,1.64,1.88,1.82,1.94,1.66,1.97,1.97,1.06,0.0,1.51,0.92,1.13,1.35,1.21,0.0,0.94,0.82,0.96,0.68,0.84,0.5,0.53,0.49,0.0,0.39,0.49,0.34,0.29,0.33,0.26,0.3,0.28,0.21,0.26,0.29,0.0,0.19,0.16,0.13,0.0,0.12,0.13,0.08,0.15,0.1,0.08,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.3,3.59,1.68,1.38,1.24,0.66,0.47,0.2,0.19,0.18,0.14,0.15,0.12,0.11,0.1,0.12,0.0,0.08,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.09,0.0,99.98999999999998
12/15/2021,8.53,8.63,8.78,7.24,6.59,3.99,4.77,4.01,2.91,2.15,1.64,1.88,1.82,1.94,1.66,1.97,1.97,1.06,0.0,1.51,0.92,1.13,1.35,1.21,0.0,0.94,0.82,0.96,0.68,0.84,0.5,0.53,0.49,0.0,0.39,0.49,0.34,0.29,0.33,0.26,0.3,0.28,0.21,0.26,0.29,0.0,0.19,0.16,0.13,0.0,0.12,0.13,0.08,0.15,0.1,0.08,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.3,3.59,1.68,1.38,1.24,0.66,0.47,0.2,0.19,0.18,0.14,0.15,0.12,0.11,0.1,0.12,0.0,0.08,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.09,0.0,99.98999999999998
12/16/2021,8.53,8.63,8.78,7.24,6.59,3.99,4.77,4.01,2.91,2.15,1.64,1.88,1.82,1.94,1.66,1.97,1.97,1.06,0.0,1.51,0.92,1.13,1.35,1.21,0.0,0.94,0.82,0.96,0.68,0.84,0.5,0.53,0.49,0.0,0.39,0.49,0.34,0.29,0.33,0.26,0.3,0.28,0.21,0.26,0.29,0.0,0.19,0.16,0.13,0.0,0.12,0.13,0.08,0.15,0.1,0.08,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.3,3.59,1.68,1.38,1.24,0.66,0.47,0.2,0.19,0.18,0.14,0.15,0.12,0.11,0.1,0.12,0.0,0.08,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.09,0.0,99.98999999999998
12/17/2021,8.53,8.63,8.78,7.24,6.59,3.99,4.77,4.01,2.91,2.15,1.64,1.88,1.82,1.94,1.66,1.97,1.97,1.06,0.0,1.51,0.92,1.13,1.35,1.21,0.0,0.94,0.82,0.96,0.68,0.84,0.5,0.53,0.49,0.0,0.39,0.49,0.34,0.29,0.33,0.26,0.3,0.28,0.21,0.26,0.29,0.0,0.19,0.16,0.13,0.0,0.12,0.13,0.08,0.15,0.1,0.08,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.3,3.59,1.68,1.38,1.24,0.66,0.47,0.2,0.19,0.18,0.14,0.15,0.12,0.11,0.1,0.12,0.0,0.08,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.09,0.0,99.98999999999998
12/20/2021,8.53,8.63,8.78,7.24,6.59,3.99,4.77,4.01,2.91,2.15,1.64,1.88,1.82,1.94,1.66,1.97,1.97,1.06,0.0,1.51,0.92,1.13,1.35,1.21,0.0,0.94,0.82,0.96,0.68,0.84,0.5,0.53,0.49,0.0,0.39,0.49,0.34,0.29,0.33,0.26,0.3,0.28,0.21,0.26,0.29,0.0,0.19,0.16,0.13,0.0,0.12,0.13,0.08,0.15,0.1,0.08,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.3,3.59,1.68,1.38,1.24,0.66,0.47,0.2,0.19,0.18,0.14,0.15,0.12,0.11,0.1,0.12,0.0,0.08,0.09,0.1,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.09,0.0,99.98999999999998
12/21/2021,8.7,8.27,9.85,7.22,7.0,4.18,4.65,3.76,2.68,2.04,1.6,1.98,1.86,1.89,1.67,1.92,1.97,1.03,0.0,1.49,0.92,1.11,1.31,1.15,0.0,0.98,0.78,0.92,0.68,0.82,0.5,0.56,0.51,0.0,0.37,0.49,0.32,0.3,0.31,0.26,0.3,0.26,0.22,0.26,0.29,0.0,0.2,0.15,0.13,0.0,0.13,0.13,0.08,0.15,0.13,0.07,0.0,0.1,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.06,0.03,0.03,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.26,3.35,1.55,1.31,1.21,0.66,0.43,0.21,0.18,0.18,0.14,0.15,0.12,0.1,0.09,0.12,0.1,0.09,0.08,0.09,0.09,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.96999999999996
12/22/2021,8.7,8.27,9.85,7.22,7.0,4.18,4.65,3.76,2.68,2.04,1.6,1.98,1.86,1.89,1.67,1.92,1.97,1.03,0.0,1.49,0.92,1.11,1.31,1.15,0.0,0.98,0.78,0.92,0.68,0.82,0.5,0.56,0.51,0.0,0.37,0.49,0.32,0.3,0.31,0.26,0.3,0.26,0.22,0.26,0.29,0.0,0.2,0.15,0.13,0.0,0.13,0.13,0.08,0.15,0.13,0.07,0.0,0.1,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.05,0.06,0.03,0.03,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.26,3.35,1.55,1.31,1.21,0.66,0.43,0.21,0.18,0.18,0.14,0.15,0.12,0.1,0.09,0.12,0.1,0.09,0.08,0.09,0.09,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.96999999999996
12/23/2021,8.02,7.55,9.1,7.87,8.47,3.94,3.82,3.74,2.42,1.64,1.47,2.15,2.06,1.97,2.07,1.96,1.95,1.21,0.0,1.33,0.91,1.17,1.1,0.96,0.0,0.94,0.78,0.96,0.81,0.79,0.6,0.52,0.54,0.0,0.38,0.57,0.39,0.35,0.33,0.34,0.33,0.26,0.29,0.25,0.29,0.0,0.23,0.15,0.17,0.0,0.15,0.13,0.11,0.19,0.13,0.09,0.0,0.11,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.29,3.42,1.89,1.4,1.14,0.63,0.55,0.12,0.17,0.21,0.16,0.16,0.1,0.12,0.11,0.11,0.11,0.09,0.09,0.14,0.08,0.06,0.04,0.03,0.03,0.02,0.01,0.0,0.0,99.95
12/24/2021,8.02,7.55,9.1,7.87,8.47,3.94,3.82,3.74,2.42,1.64,1.47,2.15,2.06,1.97,2.07,1.96,1.95,1.21,0.0,1.33,0.91,1.17,1.1,0.96,0.0,0.94,0.78,0.96,0.81,0.79,0.6,0.52,0.54,0.0,0.38,0.57,0.39,0.35,0.33,0.34,0.33,0.26,0.29,0.25,0.29,0.0,0.23,0.15,0.17,0.0,0.15,0.13,0.11,0.19,0.13,0.09,0.0,0.11,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.29,3.42,1.89,1.4,1.14,0.63,0.55,0.12,0.17,0.21,0.16,0.16,0.1,0.12,0.11,0.11,0.11,0.09,0.09,0.14,0.08,0.06,0.04,0.03,0.03,0.02,0.01,0.0,0.0,99.95
12/27/2021,8.06,7.65,9.07,7.88,8.43,3.74,3.82,3.68,2.41,1.66,1.53,2.15,1.98,1.92,2.06,1.92,1.94,1.2,0.0,1.36,0.91,1.2,1.13,1.02,0.0,0.95,0.78,0.97,0.8,0.81,0.6,0.52,0.53,0.0,0.4,0.57,0.39,0.38,0.33,0.39,0.33,0.26,0.29,0.26,0.29,0.0,0.23,0.15,0.17,0.0,0.16,0.13,0.11,0.2,0.13,0.09,0.0,0.11,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.32,3.47,1.89,1.38,1.14,0.64,0.54,0.12,0.17,0.21,0.15,0.17,0.1,0.12,0.11,0.11,0.11,0.1,0.09,0.14,0.08,0.06,0.04,0.03,0.04,0.02,0.01,0.0,0.0,100.02999999999996
12/28/2021,8.06,7.65,9.07,7.88,8.43,3.74,3.82,3.68,2.41,1.66,1.53,2.15,1.98,1.92,2.06,1.92,1.94,1.2,0.0,1.36,0.91,1.2,1.13,1.02,0.0,0.95,0.78,0.97,0.8,0.81,0.6,0.52,0.53,0.0,0.4,0.57,0.39,0.38,0.33,0.39,0.33,0.26,0.29,0.26,0.29,0.0,0.23,0.15,0.17,0.0,0.16,0.13,0.11,0.2,0.13,0.09,0.0,0.11,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.32,3.47,1.89,1.38,1.14,0.64,0.54,0.12,0.17,0.21,0.15,0.17,0.1,0.12,0.11,0.11,0.11,0.1,0.09,0.14,0.08,0.06,0.04,0.03,0.04,0.02,0.01,0.0,0.0,100.02999999999996
12/29/2021,8.06,7.65,9.07,7.88,8.43,3.74,3.82,3.68,2.41,1.66,1.53,2.15,1.98,1.92,2.06,1.92,1.94,1.2,0.0,1.36,0.91,1.2,1.13,1.02,0.0,0.95,0.78,0.97,0.8,0.81,0.6,0.52,0.53,0.0,0.4,0.57,0.39,0.38,0.33,0.39,0.33,0.26,0.29,0.26,0.29,0.0,0.23,0.15,0.17,0.0,0.16,0.13,0.11,0.2,0.13,0.09,0.0,0.11,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.32,3.47,1.89,1.38,1.14,0.64,0.54,0.12,0.17,0.21,0.15,0.17,0.1,0.12,0.11,0.11,0.11,0.1,0.09,0.14,0.08,0.06,0.04,0.03,0.04,0.02,0.01,0.0,0.0,100.02999999999996
12/30/2021,8.13,7.72,9.08,7.87,8.38,3.68,3.85,3.72,2.41,1.65,1.57,2.15,1.95,1.91,2.02,1.91,1.91,1.18,0.0,1.39,0.92,1.19,1.13,1.05,0.0,0.96,0.79,0.98,0.79,0.82,0.6,0.53,0.52,0.0,0.41,0.58,0.39,0.38,0.33,0.37,0.33,0.26,0.29,0.26,0.29,0.0,0.23,0.14,0.16,0.0,0.16,0.13,0.1,0.18,0.13,0.08,0.0,0.11,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.04,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.29,3.48,1.88,1.39,1.16,0.64,0.53,0.12,0.17,0.21,0.15,0.17,0.06,0.11,0.11,0.11,0.11,0.1,0.09,0.13,0.08,0.07,0.04,0.03,0.04,0.02,0.01,0.0,0.0,99.99999999999996
12/31/2021,8.08,7.69,9.0,7.83,8.44,3.64,3.81,3.7,2.4,1.65,1.54,2.16,1.95,1.91,2.02,1.9,1.9,1.18,0.0,1.37,0.92,1.2,1.13,1.03,0.0,0.96,0.79,0.97,0.79,0.81,0.6,0.53,0.52,0.0,0.4,0.58,0.39,0.38,0.33,0.37,0.33,0.26,0.29,0.26,0.29,0.0,0.23,0.15,0.17,0.0,0.15,0.13,0.1,0.17,0.13,0.08,0.0,0.11,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.04,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.66,3.46,1.88,1.38,1.16,0.64,0.53,0.12,0.16,0.21,0.15,0.17,0.05,0.11,0.11,0.11,0.11,0.1,0.09,0.13,0.08,0.07,0.05,0.03,0.04,0.02,0.01,0.0,0.0,99.98
01/03/2022,8.05,7.66,8.97,7.85,8.54,3.62,3.78,3.68,2.41,1.64,1.53,2.17,1.94,1.92,2.03,1.91,1.91,1.19,0.0,1.38,0.93,1.19,1.14,1.02,0.0,0.97,0.78,0.96,0.79,0.8,0.6,0.53,0.53,0.0,0.4,0.58,0.39,0.38,0.34,0.37,0.33,0.26,0.29,0.26,0.29,0.0,0.23,0.15,0.17,0.0,0.16,0.13,0.1,0.18,0.13,0.09,0.0,0.11,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.04,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.7,3.43,1.89,1.38,1.15,0.64,0.54,0.12,0.16,0.21,0.14,0.17,0.05,0.11,0.11,0.11,0.11,0.09,0.09,0.14,0.08,0.08,0.05,0.03,0.04,0.02,0.01,0.0,0.0,100.03999999999998
01/03/2022,8.08,7.66,9.04,7.88,8.59,3.62,3.81,3.69,2.44,1.65,1.54,2.17,1.94,1.94,2.03,1.94,1.89,1.21,0.0,1.39,0.94,1.19,1.14,1.04,0.0,0.97,0.79,0.97,0.79,0.81,0.6,0.54,0.53,0.0,0.41,0.58,0.39,0.38,0.34,0.37,0.33,0.26,0.28,0.26,0.29,0.0,0.23,0.15,0.17,0.0,0.15,0.13,0.1,0.18,0.13,0.09,0.0,0.12,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.04,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.2,3.45,1.89,1.39,1.16,0.65,0.54,0.12,0.17,0.21,0.14,0.17,0.05,0.11,0.11,0.11,0.11,0.1,0.09,0.14,0.08,0.08,0.05,0.03,0.04,0.02,0.01,0.0,0.0,100.00999999999998
01/03/2022,8.08,7.66,9.04,7.88,8.59,3.62,3.81,3.69,2.44,1.65,1.54,2.17,1.94,1.94,2.03,1.94,1.89,1.21,0.0,1.39,0.94,1.19,1.14,1.04,0.0,0.97,0.79,0.97,0.79,0.81,0.6,0.54,0.53,0.0,0.41,0.58,0.39,0.38,0.34,0.37,0.33,0.26,0.28,0.26,0.29,0.0,0.23,0.15,0.17,0.0,0.15,0.13,0.1,0.18,0.13,0.09,0.0,0.12,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.04,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.2,3.45,1.89,1.39,1.16,0.65,0.54,0.12,0.17,0.21,0.14,0.17,0.05,0.11,0.11,0.11,0.11,0.1,0.09,0.14,0.08,0.08,0.05,0.03,0.04,0.02,0.01,0.0,0.0,100.00999999999998
01/04/2022,8.08,7.66,9.04,7.88,8.59,3.62,3.81,3.69,2.44,1.65,1.54,2.17,1.94,1.94,2.03,1.94,1.89,1.21,0.0,1.39,0.94,1.19,1.14,1.04,0.0,0.97,0.79,0.97,0.79,0.81,0.6,0.54,0.53,0.0,0.41,0.58,0.39,0.38,0.34,0.37,0.33,0.26,0.28,0.26,0.29,0.0,0.23,0.15,0.17,0.0,0.15,0.13,0.1,0.18,0.13,0.09,0.0,0.12,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.04,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.2,3.45,1.89,1.39,1.16,0.65,0.54,0.12,0.17,0.21,0.14,0.17,0.05,0.11,0.11,0.11,0.11,0.1,0.09,0.14,0.08,0.08,0.05,0.03,0.04,0.02,0.01,0.0,0.0,100.00999999999998
01/05/2022,8.08,7.66,9.04,7.88,8.59,3.62,3.81,3.69,2.44,1.65,1.54,2.17,1.94,1.94,2.03,1.94,1.89,1.21,0.0,1.39,0.94,1.19,1.14,1.04,0.0,0.97,0.79,0.97,0.79,0.81,0.6,0.54,0.53,0.0,0.41,0.58,0.39,0.38,0.34,0.37,0.33,0.26,0.28,0.26,0.29,0.0,0.23,0.15,0.17,0.0,0.15,0.13,0.1,0.18,0.13,0.09,0.0,0.12,0.0,0.0,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.04,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.2,3.45,1.89,1.39,1.16,0.65,0.54,0.12,0.17,0.21,0.14,0.17,0.05,0.11,0.11,0.11,0.11,0.1,0.09,0.14,0.08,0.08,0.05,0.03,0.04,0.02,0.01,0.0,0.0,100.00999999999998
